     TIME           U            X
   0.00000000       1.00000000      -2.00000405E-02
   0.00000000       1.00000000      -1.00000501E-02
   0.00000000       1.00000000       0.00000000    
   0.00000000       0.00000000       9.99999046E-03
   0.00000000       0.00000000       1.99999809E-02
   0.00000000       0.00000000       2.99999714E-02
   0.00000000       0.00000000       3.99999619E-02
   0.00000000       0.00000000       4.99999523E-02
   0.00000000       0.00000000       5.99999428E-02
   0.00000000       0.00000000       6.99999332E-02
   0.00000000       0.00000000       7.99999237E-02
   0.00000000       0.00000000       9.00000334E-02
   0.00000000       0.00000000      0.100000024    
   0.00000000       0.00000000      0.110000014    
   0.00000000       0.00000000      0.120000005    
   0.00000000       0.00000000      0.129999995    
   0.00000000       0.00000000      0.139999986    
   0.00000000       0.00000000      0.149999976    
   0.00000000       0.00000000      0.159999967    
   0.00000000       0.00000000      0.169999957    
   0.00000000       0.00000000      0.179999948    
   0.00000000       0.00000000      0.189999938    
   0.00000000       0.00000000      0.199999928    
   0.00000000       0.00000000      0.209999919    
   0.00000000       0.00000000      0.220000029    
   0.00000000       0.00000000      0.230000019    
   0.00000000       0.00000000      0.240000010    
   0.00000000       0.00000000      0.250000000    
   0.00000000       0.00000000      0.259999990    
   0.00000000       0.00000000      0.269999981    
   0.00000000       0.00000000      0.279999971    
   0.00000000       0.00000000      0.289999962    
   0.00000000       0.00000000      0.299999952    
   0.00000000       0.00000000      0.309999943    
   0.00000000       0.00000000      0.319999933    
   0.00000000       0.00000000      0.329999924    
   0.00000000       0.00000000      0.339999914    
   0.00000000       0.00000000      0.350000024    
   0.00000000       0.00000000      0.360000014    
   0.00000000       0.00000000      0.370000005    
   0.00000000       0.00000000      0.379999995    
   0.00000000       0.00000000      0.389999986    
   0.00000000       0.00000000      0.399999976    
   0.00000000       0.00000000      0.409999967    
   0.00000000       0.00000000      0.419999957    
   0.00000000       0.00000000      0.429999948    
   0.00000000       0.00000000      0.439999938    
   0.00000000       0.00000000      0.449999928    
   0.00000000       0.00000000      0.459999919    
   0.00000000       0.00000000      0.469999909    
   0.00000000       0.00000000      0.480000019    
   0.00000000       0.00000000      0.490000010    
   0.00000000       0.00000000      0.500000000    
   0.00000000       0.00000000      0.509999990    
   0.00000000       0.00000000      0.519999981    
   0.00000000       0.00000000      0.529999971    
   0.00000000       0.00000000      0.539999962    
   0.00000000       0.00000000      0.549999952    
   0.00000000       0.00000000      0.559999943    
   0.00000000       0.00000000      0.569999933    
   0.00000000       0.00000000      0.579999924    
   0.00000000       0.00000000      0.589999914    
   0.00000000       0.00000000      0.599999905    
   0.00000000       0.00000000      0.610000014    
   0.00000000       0.00000000      0.620000005    
   0.00000000       0.00000000      0.629999995    
   0.00000000       0.00000000      0.639999986    
   0.00000000       0.00000000      0.649999976    
   0.00000000       0.00000000      0.659999967    
   0.00000000       0.00000000      0.669999957    
   0.00000000       0.00000000      0.679999948    
   0.00000000       0.00000000      0.689999938    
   0.00000000       0.00000000      0.699999928    
   0.00000000       0.00000000      0.709999919    
   0.00000000       0.00000000      0.719999909    
   0.00000000       0.00000000      0.730000019    
   0.00000000       0.00000000      0.740000010    
   0.00000000       0.00000000      0.750000000    
   0.00000000       0.00000000      0.759999990    
   0.00000000       0.00000000      0.769999981    
   0.00000000       0.00000000      0.779999971    
   0.00000000       0.00000000      0.789999962    
   0.00000000       0.00000000      0.799999952    
   0.00000000       0.00000000      0.809999943    
   0.00000000       0.00000000      0.819999933    
   0.00000000       0.00000000      0.829999924    
   0.00000000       0.00000000      0.839999914    
   0.00000000       0.00000000      0.849999905    
   0.00000000       0.00000000      0.860000014    
   0.00000000       0.00000000      0.870000005    
   0.00000000       0.00000000      0.879999995    
   0.00000000       0.00000000      0.889999986    
   0.00000000       0.00000000      0.899999976    
   0.00000000       0.00000000      0.909999967    
   0.00000000       0.00000000      0.919999957    
   0.00000000       0.00000000      0.929999948    
   0.00000000       0.00000000      0.939999938    
   0.00000000       0.00000000      0.949999928    
   0.00000000       0.00000000      0.959999919    
   0.00000000       0.00000000      0.969999909    
   0.00000000       0.00000000      0.979999900    
   0.00000000       0.00000000      0.990000010    
   0.00000000       0.00000000       1.00000000    

  0.125000000       1.00000000      -1.00000000    
  0.125000000       1.00000000     -0.990000010    
  0.125000000       1.00000000     -0.980000019    
  0.125000000       1.00000000     -0.970000029    
  0.125000000       1.00000000     -0.959999979    
  0.125000000       1.00000000     -0.949999988    
  0.125000000       1.00000000     -0.939999998    
  0.125000000       1.00000000     -0.930000007    
  0.125000000       1.00000000     -0.920000017    
  0.125000000       1.00000000     -0.910000026    
  0.125000000       1.00000000     -0.899999976    
  0.125000000       1.00000000     -0.889999986    
  0.125000000       1.00000000     -0.879999995    
  0.125000000       1.00000000     -0.870000005    
  0.125000000       1.00000000     -0.860000014    
  0.125000000       1.00000000     -0.850000024    
  0.125000000       1.00000000     -0.840000033    
  0.125000000       1.00000000     -0.829999983    
  0.125000000       1.00000000     -0.819999993    
  0.125000000       1.00000000     -0.810000002    
  0.125000000       1.00000000     -0.800000012    
  0.125000000       1.00000000     -0.790000021    
  0.125000000       1.00000000     -0.779999971    
  0.125000000       1.00000000     -0.769999981    
  0.125000000       1.00000000     -0.759999990    
  0.125000000       1.00000000     -0.750000000    
  0.125000000       1.00000000     -0.740000010    
  0.125000000       1.00000000     -0.730000019    
  0.125000000       1.00000000     -0.720000029    
  0.125000000       1.00000000     -0.710000038    
  0.125000000       1.00000000     -0.700000048    
  0.125000000       1.00000000     -0.689999998    
  0.125000000       1.00000000     -0.680000007    
  0.125000000       1.00000000     -0.670000017    
  0.125000000       1.00000000     -0.659999967    
  0.125000000       1.00000000     -0.649999976    
  0.125000000       1.00000000     -0.639999986    
  0.125000000       1.00000000     -0.629999995    
  0.125000000       1.00000000     -0.620000005    
  0.125000000       1.00000000     -0.610000014    
  0.125000000       1.00000000     -0.600000024    
  0.125000000       1.00000000     -0.590000033    
  0.125000000       1.00000000     -0.580000043    
  0.125000000       1.00000000     -0.570000052    
  0.125000000       1.00000000     -0.560000002    
  0.125000000       1.00000000     -0.550000012    
  0.125000000       1.00000000     -0.540000021    
  0.125000000       1.00000000     -0.529999971    
  0.125000000       1.00000000     -0.519999981    
  0.125000000       1.00000000     -0.509999990    
  0.125000000       1.00000000     -0.500000000    
  0.125000000       1.00000000     -0.490000010    
  0.125000000       1.00000000     -0.480000019    
  0.125000000       1.00000000     -0.470000029    
  0.125000000       1.00000000     -0.460000038    
  0.125000000       1.00000000     -0.449999988    
  0.125000000       1.00000000     -0.439999998    
  0.125000000       1.00000000     -0.430000007    
  0.125000000       1.00000000     -0.420000017    
  0.125000000       1.00000000     -0.410000026    
  0.125000000       1.00000000     -0.400000036    
  0.125000000       1.00000000     -0.389999986    
  0.125000000       1.00000000     -0.379999995    
  0.125000000       1.00000000     -0.370000005    
  0.125000000       1.00000000     -0.360000014    
  0.125000000       1.00000000     -0.350000024    
  0.125000000       1.00000000     -0.340000033    
  0.125000000       1.00000000     -0.330000043    
  0.125000000       1.00000000     -0.319999993    
  0.125000000       1.00000000     -0.310000002    
  0.125000000       1.00000000     -0.300000012    
  0.125000000       1.00000000     -0.290000021    
  0.125000000       1.00000000     -0.280000031    
  0.125000000       1.00000000     -0.270000041    
  0.125000000       1.00000000     -0.259999990    
  0.125000000       1.00000000     -0.250000000    
  0.125000000       1.00000000     -0.240000010    
  0.125000000       1.00000000     -0.230000019    
  0.125000000       1.00000000     -0.220000029    
  0.125000000       1.00000000     -0.210000038    
  0.125000000       1.00000000     -0.200000048    
  0.125000000       1.00000000     -0.189999998    
  0.125000000       1.00000000     -0.180000007    
  0.125000000       1.00000000     -0.170000017    
  0.125000000       1.00000000     -0.160000026    
  0.125000000       1.00000000     -0.150000036    
  0.125000000       1.00000000     -0.140000045    
  0.125000000       1.00000000     -0.129999995    
  0.125000000       1.00000012     -0.120000005    
  0.125000000      0.999999523     -0.110000014    
  0.125000000       1.00000119     -0.100000024    
  0.125000000      0.999997735      -9.00000334E-02
  0.125000000      0.999999881      -8.00000429E-02
  0.125000000       1.00001526      -6.99999928E-02
  0.125000000      0.999961674      -6.00000024E-02
  0.125000000      0.999999642      -5.00000119E-02
  0.125000000       1.00018835      -4.00000215E-02
  0.125000000      0.999750972      -3.00000310E-02
  0.125000000      0.999456525      -2.00000405E-02
  0.125000000       1.00134110      -1.00000501E-02
  0.125000000       1.00142932       0.00000000    
  0.125000000      0.995302022       9.99999046E-03
  0.125000000      0.995037198       1.99999809E-02
  0.125000000       1.01199889       2.99999714E-02
  0.125000000       1.01994908       3.99999619E-02
  0.125000000      0.984526992       4.99999523E-02
  0.125000000      0.938699067       5.99999428E-02
  0.125000000      0.966336071       6.99999332E-02
  0.125000000       1.08335495       7.99999237E-02
  0.125000000       1.18455124       9.00000334E-02
  0.125000000       1.14156330      0.100000024    
  0.125000000      0.927781165      0.110000014    
  0.125000000      0.628794968      0.120000005    
  0.125000000      0.355473757      0.129999995    
  0.125000000      0.168060258      0.139999986    
  0.125000000       6.65544569E-02  0.149999976    
  0.125000000       2.20644847E-02  0.159999967    
  0.125000000       6.10336382E-03  0.169999957    
  0.125000000       1.39934849E-03  0.179999948    
  0.125000000       2.63085967E-04  0.189999938    
  0.125000000       3.99038981E-05  0.199999928    
  0.125000000       4.76531477E-06  0.209999919    
  0.125000000       4.31565724E-07  0.220000029    
  0.125000000       2.78699535E-08  0.230000019    
  0.125000000       1.14380472E-09  0.240000010    
  0.125000000       2.24275442E-11  0.250000000    
  0.125000000       0.00000000      0.259999990    
  0.125000000       0.00000000      0.269999981    
  0.125000000       0.00000000      0.279999971    
  0.125000000       0.00000000      0.289999962    
  0.125000000       0.00000000      0.299999952    
  0.125000000       0.00000000      0.309999943    
  0.125000000       0.00000000      0.319999933    
  0.125000000       0.00000000      0.329999924    
  0.125000000       0.00000000      0.339999914    
  0.125000000       0.00000000      0.350000024    
  0.125000000       0.00000000      0.360000014    
  0.125000000       0.00000000      0.370000005    
  0.125000000       0.00000000      0.379999995    
  0.125000000       0.00000000      0.389999986    
  0.125000000       0.00000000      0.399999976    
  0.125000000       0.00000000      0.409999967    
  0.125000000       0.00000000      0.419999957    
  0.125000000       0.00000000      0.429999948    
  0.125000000       0.00000000      0.439999938    
  0.125000000       0.00000000      0.449999928    
  0.125000000       0.00000000      0.459999919    
  0.125000000       0.00000000      0.469999909    
  0.125000000       0.00000000      0.480000019    
  0.125000000       0.00000000      0.490000010    
  0.125000000       0.00000000      0.500000000    
  0.125000000       0.00000000      0.509999990    
  0.125000000       0.00000000      0.519999981    
  0.125000000       0.00000000      0.529999971    
  0.125000000       0.00000000      0.539999962    
  0.125000000       0.00000000      0.549999952    
  0.125000000       0.00000000      0.559999943    
  0.125000000       0.00000000      0.569999933    
  0.125000000       0.00000000      0.579999924    
  0.125000000       0.00000000      0.589999914    
  0.125000000       0.00000000      0.599999905    
  0.125000000       0.00000000      0.610000014    
  0.125000000       0.00000000      0.620000005    
  0.125000000       0.00000000      0.629999995    
  0.125000000       0.00000000      0.639999986    
  0.125000000       0.00000000      0.649999976    
  0.125000000       0.00000000      0.659999967    
  0.125000000       0.00000000      0.669999957    
  0.125000000       0.00000000      0.679999948    
  0.125000000       0.00000000      0.689999938    
  0.125000000       0.00000000      0.699999928    
  0.125000000       0.00000000      0.709999919    
  0.125000000       0.00000000      0.719999909    
  0.125000000       0.00000000      0.730000019    
  0.125000000       0.00000000      0.740000010    
  0.125000000       0.00000000      0.750000000    
  0.125000000       0.00000000      0.759999990    
  0.125000000       0.00000000      0.769999981    
  0.125000000       0.00000000      0.779999971    
  0.125000000       0.00000000      0.789999962    
  0.125000000       0.00000000      0.799999952    
  0.125000000       0.00000000      0.809999943    
  0.125000000       0.00000000      0.819999933    
  0.125000000       0.00000000      0.829999924    
  0.125000000       0.00000000      0.839999914    
  0.125000000       0.00000000      0.849999905    
  0.125000000       0.00000000      0.860000014    
  0.125000000       0.00000000      0.870000005    
  0.125000000       0.00000000      0.879999995    
  0.125000000       0.00000000      0.889999986    
  0.125000000       0.00000000      0.899999976    
  0.125000000       0.00000000      0.909999967    
  0.125000000       0.00000000      0.919999957    
  0.125000000       0.00000000      0.929999948    
  0.125000000       0.00000000      0.939999938    
  0.125000000       0.00000000      0.949999928    
  0.125000000       0.00000000      0.959999919    
  0.125000000       0.00000000      0.969999909    
  0.125000000       0.00000000      0.979999900    
  0.125000000       0.00000000      0.990000010    
  0.125000000       0.00000000       1.00000000    

  0.250000000       1.00000000      -1.00000000    
  0.250000000       1.00000000     -0.990000010    
  0.250000000       1.00000000     -0.980000019    
  0.250000000       1.00000000     -0.970000029    
  0.250000000       1.00000000     -0.959999979    
  0.250000000       1.00000000     -0.949999988    
  0.250000000       1.00000000     -0.939999998    
  0.250000000       1.00000000     -0.930000007    
  0.250000000       1.00000000     -0.920000017    
  0.250000000       1.00000000     -0.910000026    
  0.250000000       1.00000000     -0.899999976    
  0.250000000       1.00000000     -0.889999986    
  0.250000000       1.00000000     -0.879999995    
  0.250000000       1.00000000     -0.870000005    
  0.250000000       1.00000000     -0.860000014    
  0.250000000       1.00000000     -0.850000024    
  0.250000000       1.00000000     -0.840000033    
  0.250000000       1.00000000     -0.829999983    
  0.250000000       1.00000000     -0.819999993    
  0.250000000       1.00000000     -0.810000002    
  0.250000000       1.00000000     -0.800000012    
  0.250000000       1.00000000     -0.790000021    
  0.250000000       1.00000000     -0.779999971    
  0.250000000       1.00000000     -0.769999981    
  0.250000000       1.00000000     -0.759999990    
  0.250000000       1.00000000     -0.750000000    
  0.250000000       1.00000000     -0.740000010    
  0.250000000       1.00000000     -0.730000019    
  0.250000000       1.00000000     -0.720000029    
  0.250000000       1.00000000     -0.710000038    
  0.250000000       1.00000000     -0.700000048    
  0.250000000       1.00000000     -0.689999998    
  0.250000000       1.00000000     -0.680000007    
  0.250000000       1.00000000     -0.670000017    
  0.250000000       1.00000000     -0.659999967    
  0.250000000       1.00000000     -0.649999976    
  0.250000000       1.00000000     -0.639999986    
  0.250000000       1.00000000     -0.629999995    
  0.250000000       1.00000000     -0.620000005    
  0.250000000       1.00000000     -0.610000014    
  0.250000000       1.00000000     -0.600000024    
  0.250000000       1.00000000     -0.590000033    
  0.250000000       1.00000000     -0.580000043    
  0.250000000       1.00000000     -0.570000052    
  0.250000000       1.00000000     -0.560000002    
  0.250000000       1.00000000     -0.550000012    
  0.250000000       1.00000000     -0.540000021    
  0.250000000       1.00000000     -0.529999971    
  0.250000000       1.00000000     -0.519999981    
  0.250000000       1.00000000     -0.509999990    
  0.250000000       1.00000000     -0.500000000    
  0.250000000       1.00000000     -0.490000010    
  0.250000000       1.00000000     -0.480000019    
  0.250000000       1.00000000     -0.470000029    
  0.250000000       1.00000000     -0.460000038    
  0.250000000       1.00000000     -0.449999988    
  0.250000000       1.00000000     -0.439999998    
  0.250000000       1.00000000     -0.430000007    
  0.250000000       1.00000000     -0.420000017    
  0.250000000       1.00000000     -0.410000026    
  0.250000000       1.00000000     -0.400000036    
  0.250000000       1.00000000     -0.389999986    
  0.250000000       1.00000000     -0.379999995    
  0.250000000       1.00000000     -0.370000005    
  0.250000000       1.00000000     -0.360000014    
  0.250000000       1.00000000     -0.350000024    
  0.250000000       1.00000000     -0.340000033    
  0.250000000       1.00000000     -0.330000043    
  0.250000000       1.00000000     -0.319999993    
  0.250000000       1.00000000     -0.310000002    
  0.250000000       1.00000000     -0.300000012    
  0.250000000       1.00000000     -0.290000021    
  0.250000000       1.00000000     -0.280000031    
  0.250000000       1.00000000     -0.270000041    
  0.250000000       1.00000000     -0.259999990    
  0.250000000       1.00000000     -0.250000000    
  0.250000000       1.00000000     -0.240000010    
  0.250000000       1.00000000     -0.230000019    
  0.250000000       1.00000000     -0.220000029    
  0.250000000       1.00000000     -0.210000038    
  0.250000000       1.00000000     -0.200000048    
  0.250000000       1.00000000     -0.189999998    
  0.250000000       1.00000000     -0.180000007    
  0.250000000       1.00000000     -0.170000017    
  0.250000000       1.00000000     -0.160000026    
  0.250000000       1.00000000     -0.150000036    
  0.250000000       1.00000000     -0.140000045    
  0.250000000       1.00000000     -0.129999995    
  0.250000000       1.00000000     -0.120000005    
  0.250000000       1.00000000     -0.110000014    
  0.250000000      0.999999881     -0.100000024    
  0.250000000      0.999999821      -9.00000334E-02
  0.250000000       1.00000024      -8.00000429E-02
  0.250000000       1.00000060      -6.99999928E-02
  0.250000000      0.999998868      -6.00000024E-02
  0.250000000       1.00000012      -5.00000119E-02
  0.250000000       1.00000501      -4.00000215E-02
  0.250000000      0.999997020      -3.00000310E-02
  0.250000000      0.999983728      -2.00000405E-02
  0.250000000       1.00001550      -1.00000501E-02
  0.250000000       1.00005054       0.00000000    
  0.250000000      0.999946833       9.99999046E-03
  0.250000000      0.999842048       1.99999809E-02
  0.250000000       1.00012898       2.99999714E-02
  0.250000000       1.00048459       3.99999619E-02
  0.250000000      0.999837577       4.99999523E-02
  0.250000000      0.998643756       5.99999428E-02
  0.250000000      0.999598861       6.99999332E-02
  0.250000000       1.00303006       7.99999237E-02
  0.250000000       1.00334084       9.00000334E-02
  0.250000000      0.996091783      0.100000024    
  0.250000000      0.988914728      0.110000014    
  0.250000000      0.996472299      0.120000005    
  0.250000000       1.01840818      0.129999995    
  0.250000000       1.02944267      0.139999986    
  0.250000000       1.00381744      0.149999976    
  0.250000000      0.951858461      0.159999967    
  0.250000000      0.922937274      0.169999957    
  0.250000000      0.962926626      0.179999948    
  0.250000000       1.06629229      0.189999938    
  0.250000000       1.17070603      0.199999928    
  0.250000000       1.19899249      0.209999919    
  0.250000000       1.11003339      0.220000029    
  0.250000000      0.918996811      0.230000019    
  0.250000000      0.679580629      0.240000010    
  0.250000000      0.449954033      0.250000000    
  0.250000000      0.267640412      0.259999990    
  0.250000000      0.143480316      0.269999981    
  0.250000000       6.95134103E-02  0.279999971    
  0.250000000       3.04991677E-02  0.289999962    
  0.250000000       1.21361865E-02  0.299999952    
  0.250000000       4.38344944E-03  0.309999943    
  0.250000000       1.43746368E-03  0.319999933    
  0.250000000       4.27839608E-04  0.329999924    
  0.250000000       1.15470953E-04  0.339999914    
  0.250000000       2.82173351E-05  0.350000024    
  0.250000000       6.22983407E-06  0.360000014    
  0.250000000       1.23911980E-06  0.370000005    
  0.250000000       2.21226060E-07  0.379999995    
  0.250000000       3.52894673E-08  0.389999986    
  0.250000000       5.00083974E-09  0.399999976    
  0.250000000       6.25048457E-10  0.409999967    
  0.250000000       6.82879031E-11  0.419999957    
  0.250000000       6.44698531E-12  0.429999948    
  0.250000000       5.18205921E-13  0.439999938    
  0.250000000       3.47687712E-14  0.449999928    
  0.250000000       1.89462297E-15  0.459999919    
  0.250000000       8.05550700E-17  0.469999909    
  0.250000000       2.50709241E-18  0.480000019    
  0.250000000       5.08024541E-20  0.490000010    
  0.250000000       5.02994677E-22  0.500000000    
  0.250000000       0.00000000      0.509999990    
  0.250000000       0.00000000      0.519999981    
  0.250000000       0.00000000      0.529999971    
  0.250000000       0.00000000      0.539999962    
  0.250000000       0.00000000      0.549999952    
  0.250000000       0.00000000      0.559999943    
  0.250000000       0.00000000      0.569999933    
  0.250000000       0.00000000      0.579999924    
  0.250000000       0.00000000      0.589999914    
  0.250000000       0.00000000      0.599999905    
  0.250000000       0.00000000      0.610000014    
  0.250000000       0.00000000      0.620000005    
  0.250000000       0.00000000      0.629999995    
  0.250000000       0.00000000      0.639999986    
  0.250000000       0.00000000      0.649999976    
  0.250000000       0.00000000      0.659999967    
  0.250000000       0.00000000      0.669999957    
  0.250000000       0.00000000      0.679999948    
  0.250000000       0.00000000      0.689999938    
  0.250000000       0.00000000      0.699999928    
  0.250000000       0.00000000      0.709999919    
  0.250000000       0.00000000      0.719999909    
  0.250000000       0.00000000      0.730000019    
  0.250000000       0.00000000      0.740000010    
  0.250000000       0.00000000      0.750000000    
  0.250000000       0.00000000      0.759999990    
  0.250000000       0.00000000      0.769999981    
  0.250000000       0.00000000      0.779999971    
  0.250000000       0.00000000      0.789999962    
  0.250000000       0.00000000      0.799999952    
  0.250000000       0.00000000      0.809999943    
  0.250000000       0.00000000      0.819999933    
  0.250000000       0.00000000      0.829999924    
  0.250000000       0.00000000      0.839999914    
  0.250000000       0.00000000      0.849999905    
  0.250000000       0.00000000      0.860000014    
  0.250000000       0.00000000      0.870000005    
  0.250000000       0.00000000      0.879999995    
  0.250000000       0.00000000      0.889999986    
  0.250000000       0.00000000      0.899999976    
  0.250000000       0.00000000      0.909999967    
  0.250000000       0.00000000      0.919999957    
  0.250000000       0.00000000      0.929999948    
  0.250000000       0.00000000      0.939999938    
  0.250000000       0.00000000      0.949999928    
  0.250000000       0.00000000      0.959999919    
  0.250000000       0.00000000      0.969999909    
  0.250000000       0.00000000      0.979999900    
  0.250000000       0.00000000      0.990000010    
  0.250000000       0.00000000       1.00000000    

  0.500000000       1.00000000      -1.00000000    
  0.500000000       1.00000000     -0.990000010    
  0.500000000       1.00000000     -0.980000019    
  0.500000000       1.00000000     -0.970000029    
  0.500000000       1.00000000     -0.959999979    
  0.500000000       1.00000000     -0.949999988    
  0.500000000       1.00000000     -0.939999998    
  0.500000000       1.00000000     -0.930000007    
  0.500000000       1.00000000     -0.920000017    
  0.500000000       1.00000000     -0.910000026    
  0.500000000       1.00000000     -0.899999976    
  0.500000000       1.00000000     -0.889999986    
  0.500000000       1.00000000     -0.879999995    
  0.500000000       1.00000000     -0.870000005    
  0.500000000       1.00000000     -0.860000014    
  0.500000000       1.00000000     -0.850000024    
  0.500000000       1.00000000     -0.840000033    
  0.500000000       1.00000000     -0.829999983    
  0.500000000       1.00000000     -0.819999993    
  0.500000000       1.00000000     -0.810000002    
  0.500000000       1.00000000     -0.800000012    
  0.500000000       1.00000000     -0.790000021    
  0.500000000       1.00000000     -0.779999971    
  0.500000000       1.00000000     -0.769999981    
  0.500000000       1.00000000     -0.759999990    
  0.500000000       1.00000000     -0.750000000    
  0.500000000       1.00000000     -0.740000010    
  0.500000000       1.00000000     -0.730000019    
  0.500000000       1.00000000     -0.720000029    
  0.500000000       1.00000000     -0.710000038    
  0.500000000       1.00000000     -0.700000048    
  0.500000000       1.00000000     -0.689999998    
  0.500000000       1.00000000     -0.680000007    
  0.500000000       1.00000000     -0.670000017    
  0.500000000       1.00000000     -0.659999967    
  0.500000000       1.00000000     -0.649999976    
  0.500000000       1.00000000     -0.639999986    
  0.500000000       1.00000000     -0.629999995    
  0.500000000       1.00000000     -0.620000005    
  0.500000000       1.00000000     -0.610000014    
  0.500000000       1.00000000     -0.600000024    
  0.500000000       1.00000000     -0.590000033    
  0.500000000       1.00000000     -0.580000043    
  0.500000000       1.00000000     -0.570000052    
  0.500000000       1.00000000     -0.560000002    
  0.500000000       1.00000000     -0.550000012    
  0.500000000       1.00000000     -0.540000021    
  0.500000000       1.00000000     -0.529999971    
  0.500000000       1.00000000     -0.519999981    
  0.500000000       1.00000000     -0.509999990    
  0.500000000       1.00000000     -0.500000000    
  0.500000000       1.00000000     -0.490000010    
  0.500000000       1.00000000     -0.480000019    
  0.500000000       1.00000000     -0.470000029    
  0.500000000       1.00000000     -0.460000038    
  0.500000000       1.00000000     -0.449999988    
  0.500000000       1.00000000     -0.439999998    
  0.500000000       1.00000000     -0.430000007    
  0.500000000       1.00000000     -0.420000017    
  0.500000000       1.00000000     -0.410000026    
  0.500000000       1.00000000     -0.400000036    
  0.500000000       1.00000000     -0.389999986    
  0.500000000       1.00000000     -0.379999995    
  0.500000000       1.00000000     -0.370000005    
  0.500000000       1.00000000     -0.360000014    
  0.500000000       1.00000000     -0.350000024    
  0.500000000       1.00000000     -0.340000033    
